id_facture,nom_du_client,create_date,due_in_date,clear_date,montant_totale,totale_payer,totale_reste
501383,Company_125,2022-08-13,2022-12-09,2023-06-07,21737,3994,17743
501384,Company_125,2020-04-18,2020-06-13,2020-11-10,5757,4533,1224
501385,Company_125,2023-07-18,2023-10-23,2024-04-06,18771,10771,8000
501386,Company_125,2021-01-09,2021-05-01,2021-07-20,4551,1186,3365
501387,Company_125,2020-07-15,2020-08-06,2021-01-05,6050,5743,307
501388,Company_125,2021-05-16,2021-06-16,2021-09-17,880,360,520
501389,Company_126,2021-05-02,2021-07-12,2021-10-13,19578,14157,5421
501390,Company_126,2022-04-29,2022-08-17,2022-10-30,8668,1387,7281
501391,Company_126,2022-04-22,2022-07-06,2022-09-29,21332,15512,5820
501392,Company_126,2023-04-04,2023-07-19,2023-10-04,14799,2721,12078
501393,Company_126,2023-10-20,2023-11-02,2024-04-01,3914,3011,903
501394,Company_126,2023-05-04,2023-05-18,2023-12-01,24613,1521,23092
501395,Company_126,2022-11-23,2023-03-12,2023-03-19,4182,1691,2491
501396,Company_126,2021-11-10,2022-02-02,2022-06-07,15427,3620,11807
501397,Company_126,2021-08-12,2021-11-09,2022-02-25,14957,7680,7277
501398,Company_126,2024-01-22,2024-02-27,2024-06-29,9397,4144,5253
501399,Company_126,2022-10-11,2022-12-01,2023-03-23,19986,11241,8745
501400,Company_126,2023-10-30,2024-01-27,2024-05-12,23476,688,22788
501401,Company_126,2021-10-30,2022-01-08,2022-03-21,6982,5651,1331
501402,Company_126,2020-04-18,2020-08-13,2020-08-13,22250,5149,17101
501403,Company_126,2020-09-04,2020-10-18,2021-04-03,16801,10936,5865
501404,Company_126,2021-07-28,2021-09-02,2021-12-25,13340,12067,1273
501405,Company_127,2021-10-07,2021-12-29,2022-02-28,13767,6566,7201
501406,Company_127,2020-07-02,2020-07-21,2020-12-09,10804,2466,8338
501407,Company_127,2024-01-12,2024-01-29,2024-08-09,18668,3247,15421
501408,Company_127,2023-03-18,2023-05-03,2023-09-20,11916,8705,3211
501409,Company_127,2020-10-02,2020-12-11,2021-06-26,9507,7559,1948
501410,Company_127,2021-08-30,2021-09-14,2021-09-14,4191,173,4018
501411,Company_127,2021-09-18,2021-11-08,2022-05-15,15467,3634,11833
501412,Company_127,2020-03-01,2020-06-24,2020-11-11,6936,2724,4212
501413,Company_127,2023-12-05,2023-12-24,2024-06-12,14934,12152,2782
501414,Company_127,2020-04-26,2020-06-26,2020-07-21,24836,5161,19675
501415,Company_127,2023-08-20,2023-11-27,2024-03-01,20469,3979,16490
501416,Company_127,2021-05-21,2021-09-11,2022-02-04,16009,2639,13370
501417,Company_127,2021-09-05,2021-11-23,2022-04-20,20725,6631,14094
501418,Company_127,2023-11-26,2023-12-21,2024-06-27,16051,11948,4103
501419,Company_127,2023-11-03,2024-01-09,2024-01-30,3446,591,2855
501420,Company_127,2022-03-02,2022-04-08,2022-09-22,23068,20147,2921
501421,Company_128,2020-01-14,2020-01-30,2020-06-23,24498,11641,12857
501422,Company_128,2021-02-24,2021-05-26,2021-11-23,18668,14816,3852
501423,Company_128,2022-02-11,2022-05-15,2022-07-20,12474,10546,1928
501424,Company_128,2022-09-16,2023-01-01,2023-01-01,6786,4817,1969
501425,Company_128,2021-02-19,2021-03-14,2021-08-17,4901,326,4575
501426,Company_128,2022-11-17,2022-12-11,2022-12-24,3434,1807,1627
501427,Company_128,2024-01-16,2024-05-02,2024-07-17,4840,1100,3740
501428,Company_128,2023-06-21,2023-09-26,2024-02-29,12713,9577,3136
501429,Company_128,2024-01-04,2024-03-20,2024-03-22,21775,1920,19855
501430,Company_128,2021-06-16,2021-06-30,2021-09-29,1773,1338,435
501431,Company_129,2022-02-24,2022-03-25,2022-06-10,11904,768,11136
501432,Company_129,2021-07-15,2021-08-12,2022-01-13,10851,9462,1389
501433,Company_129,2022-07-01,2022-10-16,2023-03-30,16621,13095,3526
501434,Company_129,2023-04-10,2023-05-29,2023-10-04,14788,754,14034
501435,Company_129,2021-10-12,2022-01-11,2022-03-21,22026,15993,6033
501436,Company_129,2023-01-08,2023-02-11,2023-05-12,23924,22175,1749
501437,Company_129,2023-05-17,2023-07-21,2023-12-12,8088,666,7422
501438,Company_129,2022-05-25,2022-09-09,2022-11-08,24484,20041,4443
501439,Company_129,2023-02-14,2023-06-09,2023-07-09,16954,3200,13754
501440,Company_130,2020-10-22,2020-11-15,2021-02-19,3375,1447,1928
501441,Company_130,2020-04-04,2020-05-14,2020-09-14,24532,7262,17270
501442,Company_130,2020-12-17,2021-03-07,2021-04-05,13271,8501,4770
501443,Company_130,2022-09-24,2022-10-13,2023-02-22,15291,6178,9113
501444,Company_130,2021-11-28,2022-01-21,2022-02-20,21833,14738,7095
501445,Company_130,2020-05-01,2020-08-06,2021-01-09,2760,827,1933
501446,Company_130,2022-01-13,2022-04-03,2022-05-14,6003,1405,4598
501447,Company_130,2023-11-16,2024-02-02,2024-05-21,16149,6812,9337
501448,Company_130,2024-01-01,2024-03-12,2024-07-01,17087,657,16430
501449,Company_130,2020-06-28,2020-08-13,2020-10-13,12592,5508,7084
501450,Company_130,2021-04-09,2021-07-05,2021-09-21,19578,7761,11817
501451,Company_130,2021-08-04,2021-11-29,2022-03-26,8610,4038,4572
501452,Company_130,2022-09-10,2022-11-01,2023-05-01,5684,2192,3492
501453,Company_131,2021-05-17,2021-07-30,2021-12-07,12867,3759,9108
501454,Company_131,2023-09-19,2023-11-07,2023-12-19,3156,769,2387
501455,Company_132,2023-11-23,2024-01-02,2024-07-05,12938,5686,7252
501456,Company_132,2020-02-29,2020-03-27,2020-04-26,3241,1299,1942
501457,Company_132,2023-12-06,2024-04-03,2024-08-20,1081,666,415
501458,Company_132,2020-12-12,2021-02-04,2021-06-29,14799,3074,11725
501459,Company_132,2020-12-17,2021-02-13,2021-08-03,3938,88,3850
501460,Company_132,2020-07-22,2020-09-23,2020-11-07,19890,6052,13838
501461,Company_132,2023-10-18,2023-12-13,2023-12-27,6606,1673,4933
501462,Company_132,2023-08-22,2023-09-27,2024-03-25,2381,920,1461
501463,Company_132,2023-08-24,2023-10-27,2024-01-12,21737,142,21595
501464,Company_132,2023-09-17,2023-10-15,2024-03-21,10021,5009,5012
501465,Company_132,2022-04-27,2022-07-11,2022-11-11,8583,5337,3246
501466,Company_133,2022-03-19,2022-07-14,2022-12-04,12873,7209,5664
501467,Company_133,2020-03-14,2020-06-23,2020-08-13,7508,3244,4264
501468,Company_133,2023-12-30,2024-01-23,2024-07-20,19838,4653,15185
501469,Company_133,2022-10-25,2023-01-10,2023-03-05,7699,2548,5151
501470,Company_133,2022-06-29,2022-09-28,2023-02-04,4926,2061,2865
501471,Company_133,2020-02-08,2020-03-12,2020-04-13,18777,6161,12616
501472,Company_133,2020-04-09,2020-05-31,2020-12-04,5129,4761,368
501473,Company_133,2023-04-24,2023-06-19,2023-08-06,15937,5063,10874
501474,Company_133,2023-12-07,2024-02-23,2024-07-05,16319,10759,5560
501475,Company_133,2023-04-26,2023-05-11,2023-10-25,1270,696,574
501476,Company_133,2023-04-19,2023-07-24,2024-01-12,24741,824,23917
501477,Company_134,2023-06-13,2023-08-13,2023-11-08,7117,4193,2924
501478,Company_134,2022-02-24,2022-05-09,2022-05-23,24230,1117,23113
501479,Company_134,2020-05-23,2020-07-02,2020-09-06,5087,3999,1088
501480,Company_135,2021-12-25,2022-02-19,2022-02-22,5186,4256,930
501481,Company_135,2021-08-12,2021-10-01,2022-02-09,5345,5285,60
501482,Company_135,2023-02-06,2023-05-13,2023-09-24,17294,822,16472
501483,Company_135,2023-09-15,2023-12-25,2024-07-11,6596,3850,2746
501484,Company_135,2023-08-13,2023-09-23,2023-09-25,16284,2030,14254
501485,Company_136,2022-08-16,2022-12-12,2023-06-07,21612,8670,12942
501486,Company_136,2024-01-06,2024-02-07,2024-04-29,16156,9237,6919
501487,Company_136,2023-05-17,2023-07-04,2023-12-12,22794,21978,816
501488,Company_136,2023-10-05,2024-01-25,2024-07-11,7768,3859,3909
501489,Company_137,2023-06-25,2023-10-14,2023-12-09,14435,8113,6322
501490,Company_137,2021-03-26,2021-07-23,2021-12-22,1207,1148,59
501491,Company_137,2021-02-26,2021-05-27,2021-07-28,17815,1246,16569
501492,Company_137,2022-11-27,2022-12-26,2023-02-02,7703,2168,5535
501493,Company_137,2020-01-21,2020-02-15,2020-04-18,14456,3153,11303
501494,Company_137,2020-05-11,2020-08-02,2021-01-15,24430,16249,8181
501495,Company_137,2020-02-20,2020-04-09,2020-10-21,11097,7437,3660
501496,Company_137,2023-07-06,2023-10-07,2024-04-21,22513,22253,260
501497,Company_137,2023-08-17,2023-11-15,2024-01-16,7647,357,7290
501498,Company_137,2021-05-17,2021-08-06,2021-08-11,24698,8068,16630
501499,Company_137,2021-02-28,2021-03-15,2021-04-19,15544,8991,6553
501500,Company_137,2023-04-30,2023-07-19,2023-08-25,7054,4503,2551
501501,Company_137,2023-09-20,2023-12-04,2024-05-08,2176,1138,1038
501502,Company_137,2023-02-01,2023-03-19,2023-06-09,22999,18414,4585
501503,Company_137,2023-05-21,2023-07-18,2023-08-26,16301,7129,9172
501504,Company_138,2021-04-08,2021-07-14,2021-08-27,5953,5393,560
501505,Company_138,2020-02-17,2020-06-15,2020-07-14,21595,20444,1151
501506,Company_139,2023-06-01,2023-09-01,2024-01-16,8617,7094,1523
501507,Company_139,2021-01-21,2021-02-15,2021-04-08,19017,10993,8024
501508,Company_140,2023-10-05,2023-12-20,2024-01-28,17605,7144,10461
501509,Company_140,2022-08-15,2022-11-30,2023-03-26,16061,534,15527
501510,Company_140,2021-06-24,2021-09-13,2021-11-25,15453,5321,10132
501511,Company_140,2023-04-13,2023-04-27,2023-06-05,20757,6122,14635
501512,Company_140,2023-09-15,2023-11-17,2024-02-02,1173,320,853
501513,Company_140,2023-05-06,2023-07-09,2023-08-23,21584,15203,6381
501514,Company_140,2022-12-20,2023-03-30,2023-04-20,22671,14179,8492
501515,Company_140,2020-08-25,2020-10-23,2021-04-09,15802,2483,13319
501516,Company_140,2022-11-25,2023-03-08,2023-04-14,22323,1899,20424
501517,Company_141,2021-12-23,2022-03-25,2022-07-15,14462,2516,11946
501518,Company_141,2022-03-09,2022-05-01,2022-05-02,16511,817,15694
501519,Company_141,2022-03-17,2022-04-06,2022-10-10,8473,6690,1783
501520,Company_141,2020-01-28,2020-05-21,2020-09-19,7045,3595,3450
501521,Company_141,2023-08-04,2023-08-26,2024-02-09,24109,20694,3415
501522,Company_141,2023-10-05,2023-11-23,2024-04-20,11502,10485,1017
501523,Company_141,2023-01-18,2023-04-20,2023-10-29,3414,2255,1159
501524,Company_141,2022-12-30,2023-01-19,2023-02-27,8702,4149,4553
501525,Company_141,2021-10-02,2022-01-11,2022-02-17,9182,6597,2585
501526,Company_141,2021-06-17,2021-09-03,2021-12-26,22200,9344,12856
501527,Company_141,2023-04-30,2023-08-17,2023-11-08,11441,10127,1314
501528,Company_141,2023-12-05,2024-03-09,2024-05-17,22170,5489,16681
501529,Company_141,2023-03-16,2023-06-08,2023-10-19,6405,584,5821
501530,Company_141,2023-12-26,2024-02-11,2024-08-05,2122,1987,135
501531,Company_141,2020-10-07,2020-12-05,2021-01-22,7570,1587,5983
501532,Company_141,2023-06-01,2023-06-30,2023-07-30,23394,16587,6807
501533,Company_142,2020-11-12,2020-11-29,2021-02-01,4673,2881,1792
501534,Company_142,2021-02-25,2021-04-15,2021-08-15,1984,1258,726
501535,Company_142,2021-12-21,2022-01-06,2022-02-24,14023,7717,6306
501536,Company_142,2022-11-13,2023-01-07,2023-06-23,24886,18775,6111
501537,Company_142,2020-04-08,2020-06-25,2020-09-22,2472,928,1544
501538,Company_142,2021-11-05,2022-02-10,2022-03-29,8435,5065,3370
501539,Company_142,2022-04-17,2022-08-10,2022-10-18,17646,3665,13981
501540,Company_142,2022-12-25,2023-01-11,2023-07-11,2602,1498,1104
501541,Company_142,2023-01-05,2023-01-30,2023-03-26,13395,2583,10812
501542,Company_142,2022-05-12,2022-08-21,2022-11-30,23719,6589,17130
501543,Company_142,2023-07-27,2023-11-18,2024-01-08,10612,200,10412
501544,Company_142,2020-03-27,2020-07-03,2020-11-06,12809,267,12542
501545,Company_142,2020-04-01,2020-04-14,2020-08-08,17547,14767,2780
501546,Company_142,2022-05-22,2022-07-06,2022-10-02,10853,2794,8059
501547,Company_142,2023-12-21,2024-02-13,2024-06-08,3947,494,3453
501548,Company_142,2021-08-31,2021-10-22,2022-03-09,17300,12106,5194
501549,Company_142,2023-05-11,2023-07-03,2023-12-07,14705,10255,4450
501550,Company_142,2023-12-05,2023-12-22,2024-01-28,19868,11910,7958
501551,Company_142,2023-04-18,2023-06-14,2023-07-21,17233,8190,9043
501552,Company_143,2022-09-19,2022-12-17,2023-07-03,20585,4127,16458
501553,Company_143,2021-11-28,2021-12-28,2022-03-05,8688,2758,5930
501554,Company_143,2020-11-24,2021-01-07,2021-06-17,9053,2646,6407
501555,Company_144,2023-03-17,2023-05-09,2023-05-28,21037,7792,13245
501556,Company_144,2021-01-29,2021-04-21,2021-08-17,11821,7723,4098
501557,Company_144,2022-08-04,2022-08-25,2023-01-05,7324,7198,126
501558,Company_144,2020-07-14,2020-08-01,2021-01-18,13479,5969,7510
501559,Company_144,2022-06-22,2022-07-30,2022-10-20,16591,16059,532
501560,Company_144,2021-02-02,2021-03-30,2021-06-24,13566,3057,10509
501561,Company_144,2020-02-20,2020-03-04,2020-07-30,13365,8444,4921
501562,Company_144,2020-01-26,2020-05-24,2020-07-31,6732,2964,3768
501563,Company_144,2020-12-10,2021-02-27,2021-04-10,17763,16493,1270
501564,Company_144,2021-07-18,2021-09-06,2021-12-19,8091,4411,3680
501565,Company_144,2020-05-27,2020-06-27,2020-09-09,13689,13091,598
501566,Company_144,2020-11-24,2021-01-24,2021-02-24,1412,827,585
501567,Company_144,2021-10-29,2022-01-04,2022-06-25,6866,6678,188
501568,Company_144,2020-07-03,2020-07-21,2020-08-24,21914,19335,2579
501569,Company_145,2021-06-10,2021-06-23,2021-12-07,8830,1573,7257
501570,Company_145,2022-02-20,2022-06-02,2022-12-15,6069,4468,1601
501571,Company_145,2021-04-14,2021-08-10,2022-01-15,10002,4911,5091
501572,Company_145,2022-03-15,2022-05-11,2022-10-29,9021,1111,7910
501573,Company_145,2024-01-12,2024-03-23,2024-09-20,2655,2190,465
501574,Company_145,2024-01-28,2024-05-21,2024-11-17,3569,1672,1897
501575,Company_145,2023-04-03,2023-05-01,2023-06-16,1823,286,1537
501576,Company_145,2020-08-01,2020-08-26,2020-12-25,10380,9269,1111
501577,Company_145,2022-07-11,2022-10-01,2022-12-29,5668,3358,2310
501578,Company_145,2020-11-19,2021-02-07,2021-08-06,6845,1655,5190
501579,Company_145,2022-04-11,2022-04-27,2022-08-05,11894,764,11130
501580,Company_145,2020-02-03,2020-03-03,2020-04-16,21696,14317,7379
501581,Company_145,2020-04-30,2020-07-02,2020-11-08,22931,9128,13803
501582,Company_145,2023-08-14,2023-09-11,2023-11-18,20723,2112,18611
501583,Company_145,2021-06-22,2021-07-02,2021-12-22,1839,857,982
501584,Company_145,2020-06-23,2020-09-14,2021-02-21,13066,10833,2233
501585,Company_145,2023-01-21,2023-04-23,2023-06-25,11564,9912,1652
501586,Company_145,2023-01-01,2023-02-06,2023-07-08,7244,3488,3756
501587,Company_146,2023-03-14,2023-04-21,2023-10-25,22866,8510,14356
501588,Company_146,2023-08-08,2023-10-01,2023-11-03,7170,1890,5280
501589,Company_146,2021-07-28,2021-09-11,2021-09-15,3867,880,2987
501590,Company_146,2021-12-28,2022-03-15,2022-04-16,12065,11854,211
501591,Company_146,2023-04-30,2023-06-19,2023-12-19,20963,9613,11350
501592,Company_146,2020-06-30,2020-07-12,2020-08-26,14873,7470,7403
501593,Company_147,2022-09-25,2022-11-13,2023-04-01,5141,3762,1379
501594,Company_147,2023-07-25,2023-08-07,2023-11-21,11474,3100,8374
501595,Company_148,2022-01-27,2022-03-15,2022-03-31,9986,7289,2697
501596,Company_148,2021-09-12,2021-12-21,2021-12-22,24320,6237,18083
501597,Company_148,2022-03-16,2022-06-10,2022-07-12,23712,10064,13648
501598,Company_149,2023-06-20,2023-07-27,2024-01-29,23049,14440,8609
501599,Company_149,2022-07-14,2022-08-17,2022-11-07,17251,8079,9172
501600,Company_149,2021-04-10,2021-05-28,2021-06-11,8293,8058,235
501601,Company_149,2020-09-17,2020-11-22,2020-12-31,18638,7176,11462
501602,Company_149,2021-08-21,2021-09-12,2021-12-15,4008,2283,1725
501603,Company_149,2023-09-20,2024-01-03,2024-03-21,8527,6354,2173
501604,Company_149,2022-08-17,2022-08-27,2022-12-02,17667,1821,15846
501605,Company_149,2020-08-23,2020-09-10,2020-10-22,1881,1094,787
501606,Company_149,2021-01-29,2021-05-15,2021-05-16,23018,7142,15876
501607,Company_149,2020-07-18,2020-11-10,2020-12-07,5682,5377,305
501608,Company_150,2021-03-07,2021-06-26,2021-10-11,2854,1929,925
501609,Company_150,2021-12-04,2022-04-02,2022-04-04,5036,994,4042
501610,Company_150,2023-06-06,2023-07-20,2024-01-13,19309,2883,16426
501611,Company_150,2022-04-03,2022-07-17,2022-11-24,15840,291,15549
501612,Company_150,2022-10-02,2022-12-02,2023-03-11,9820,7637,2183
501613,Company_150,2020-08-19,2020-11-12,2021-01-16,12842,1159,11683
501614,Company_150,2023-04-13,2023-05-27,2023-11-02,13927,9821,4106
501615,Company_150,2023-10-24,2023-11-08,2024-02-24,16177,8451,7726
501616,Company_150,2022-02-25,2022-05-17,2022-10-07,22311,11870,10441
501617,Company_151,2020-12-01,2021-01-04,2021-04-12,2718,2253,465
501618,Company_151,2020-08-11,2020-10-29,2021-02-18,7322,7298,24
501619,Company_151,2021-08-28,2021-12-23,2022-07-04,24529,19988,4541
501620,Company_151,2022-10-11,2022-10-22,2022-11-28,21087,6403,14684
501621,Company_151,2020-01-02,2020-01-14,2020-07-01,16306,4346,11960
501622,Company_151,2021-06-16,2021-08-20,2021-08-21,24830,20947,3883
501623,Company_151,2021-08-21,2021-11-28,2022-06-10,10337,5061,5276
501624,Company_151,2021-01-11,2021-02-01,2021-08-18,991,538,453
501625,Company_151,2023-12-28,2024-01-31,2024-08-06,5054,3561,1493
501626,Company_151,2020-11-23,2020-12-28,2021-03-17,13777,8452,5325
501627,Company_151,2021-12-15,2022-03-11,2022-07-11,5767,933,4834
501628,Company_151,2023-09-11,2023-12-30,2024-02-12,24005,6417,17588
501629,Company_152,2020-04-22,2020-08-08,2020-08-18,16605,10768,5837
501630,Company_152,2021-09-25,2021-12-01,2022-06-08,7889,7719,170
501631,Company_152,2021-06-02,2021-07-01,2021-10-21,23125,3188,19937
501632,Company_152,2021-05-06,2021-07-19,2021-10-12,13888,460,13428
501633,Company_152,2020-06-27,2020-10-03,2021-01-08,7329,7121,208
501634,Company_152,2023-10-15,2024-01-16,2024-06-21,15223,11565,3658
501635,Company_153,2020-08-11,2020-11-17,2021-01-24,9111,1107,8004
501636,Company_153,2023-05-26,2023-07-19,2023-09-27,24052,293,23759
501637,Company_153,2023-11-07,2024-03-02,2024-06-12,1682,1500,182
501638,Company_154,2020-07-13,2020-09-02,2020-10-03,22033,1370,20663
501639,Company_154,2021-04-12,2021-07-30,2021-10-18,12687,6150,6537
501640,Company_154,2023-06-04,2023-07-22,2023-10-01,13049,600,12449
501641,Company_154,2021-11-21,2021-12-24,2022-04-27,18685,12497,6188
501642,Company_154,2023-02-11,2023-04-01,2023-07-16,12217,8086,4131
501643,Company_154,2023-06-20,2023-08-01,2024-01-20,13826,3406,10420
501644,Company_154,2020-04-15,2020-05-23,2020-11-27,16942,8624,8318
501645,Company_154,2022-09-07,2022-11-29,2023-01-10,24998,7233,17765
501646,Company_154,2023-02-24,2023-03-18,2023-08-17,4410,2643,1767
501647,Company_154,2022-02-05,2022-04-01,2022-09-15,13893,5345,8548
501648,Company_154,2024-01-07,2024-04-05,2024-07-21,21307,20641,666
501649,Company_154,2020-10-16,2020-12-06,2021-06-10,20577,19220,1357
501650,Company_154,2021-05-21,2021-08-06,2022-02-15,5353,3751,1602
501651,Company_155,2020-12-24,2021-01-16,2021-07-01,12583,5357,7226
501652,Company_155,2023-08-17,2023-09-04,2024-01-07,1065,94,971
501653,Company_155,2021-07-23,2021-11-09,2022-01-07,6506,4381,2125
501654,Company_155,2023-01-26,2023-03-20,2023-03-21,23775,9517,14258
501655,Company_155,2022-01-02,2022-02-03,2022-08-12,11719,3326,8393
501656,Company_155,2022-05-08,2022-06-09,2022-10-03,22060,8465,13595
501657,Company_155,2020-08-22,2020-10-31,2020-12-22,2710,385,2325
501658,Company_155,2021-09-23,2021-11-16,2022-05-16,22988,12136,10852
501659,Company_155,2022-09-14,2022-10-15,2023-03-20,17213,15899,1314
501660,Company_155,2021-11-18,2022-01-03,2022-02-17,21834,11383,10451
501661,Company_156,2021-08-26,2021-11-26,2022-01-29,8241,7476,765
501662,Company_156,2023-02-04,2023-03-14,2023-06-29,12068,4980,7088
501663,Company_156,2020-04-14,2020-05-17,2020-09-06,12569,3847,8722
501664,Company_156,2021-01-04,2021-02-13,2021-08-13,6908,1705,5203
501665,Company_156,2023-11-10,2024-02-22,2024-09-08,22225,752,21473
501666,Company_156,2020-04-17,2020-05-22,2020-08-01,20416,11710,8706
501667,Company_156,2021-10-30,2021-12-15,2022-04-19,21481,5915,15566
501668,Company_156,2022-12-30,2023-04-04,2023-09-05,22688,2527,20161
501669,Company_156,2022-05-15,2022-09-04,2022-11-14,14221,11624,2597
501670,Company_156,2023-05-08,2023-07-11,2023-08-09,1643,1474,169
501671,Company_156,2021-01-31,2021-05-05,2021-06-12,20261,2559,17702
501672,Company_156,2022-07-13,2022-08-05,2022-11-02,15509,9949,5560
501673,Company_156,2023-12-03,2023-12-29,2024-03-09,8714,5548,3166
501674,Company_156,2022-01-26,2022-04-27,2022-06-02,7020,4292,2728
501675,Company_156,2020-04-08,2020-06-12,2020-06-26,12756,5091,7665
501676,Company_156,2020-06-18,2020-08-03,2020-08-22,5376,205,5171
501677,Company_156,2023-07-06,2023-09-03,2023-11-10,4134,24,4110
501678,Company_156,2021-10-16,2021-10-31,2021-12-13,6069,5556,513
501679,Company_156,2022-03-20,2022-06-26,2022-12-12,20323,5962,14361
501680,Company_157,2023-08-27,2023-12-24,2024-02-16,24658,4587,20071
501681,Company_157,2020-03-11,2020-03-31,2020-05-27,15615,7160,8455
501682,Company_157,2020-04-13,2020-06-13,2020-10-21,18977,11045,7932
501683,Company_157,2020-02-17,2020-04-26,2020-08-19,8164,4177,3987
501684,Company_157,2022-07-08,2022-10-26,2022-11-03,10340,2758,7582
501685,Company_157,2022-11-23,2023-02-27,2023-03-20,17189,16225,964
501686,Company_157,2023-06-15,2023-08-28,2023-12-12,18539,13123,5416
501687,Company_157,2020-12-05,2021-02-12,2021-08-12,18536,14422,4114
501688,Company_157,2020-03-13,2020-06-11,2020-06-15,22697,13620,9077
501689,Company_157,2022-03-04,2022-03-26,2022-09-15,21571,6879,14692
501690,Company_157,2021-06-17,2021-10-11,2021-11-24,13590,173,13417
501691,Company_157,2020-09-12,2020-09-30,2021-03-16,4061,2914,1147
501692,Company_157,2021-07-02,2021-07-12,2021-08-06,15905,5404,10501
501693,Company_157,2020-05-24,2020-06-10,2020-07-24,21723,4568,17155
501694,Company_157,2020-04-13,2020-07-29,2020-12-21,22163,19500,2663
501695,Company_158,2020-07-28,2020-08-27,2020-09-29,959,683,276
501696,Company_158,2023-11-27,2024-02-07,2024-08-16,3977,2702,1275
501697,Company_158,2023-06-10,2023-08-20,2023-12-19,18092,15168,2924
501698,Company_158,2023-07-16,2023-10-28,2024-04-23,1124,14,1110
501699,Company_158,2022-02-23,2022-06-07,2022-10-23,20018,13382,6636
501700,Company_158,2023-06-11,2023-08-18,2023-10-28,14448,8969,5479
501701,Company_158,2022-06-19,2022-08-29,2022-09-29,21539,12506,9033
501702,Company_158,2023-10-15,2024-01-01,2024-05-12,21624,18185,3439
501703,Company_158,2021-09-14,2021-11-15,2021-12-21,19693,19258,435
501704,Company_158,2020-03-05,2020-04-23,2020-08-03,23982,20695,3287
501705,Company_158,2022-09-27,2022-11-01,2023-02-27,24491,15437,9054
501706,Company_159,2021-09-02,2021-09-30,2021-12-24,14757,8871,5886
501707,Company_159,2021-11-11,2022-01-19,2022-02-18,17273,709,16564
501708,Company_159,2024-01-01,2024-02-03,2024-06-01,23131,4049,19082
501709,Company_159,2021-07-20,2021-09-19,2022-01-31,21184,19109,2075
501710,Company_159,2022-10-08,2022-11-18,2023-01-01,4537,900,3637
501711,Company_159,2020-03-13,2020-05-06,2020-09-15,20277,7028,13249
501712,Company_159,2020-02-04,2020-02-14,2020-07-20,4087,2802,1285
501713,Company_159,2021-11-12,2022-01-31,2022-03-15,24585,6041,18544
501714,Company_159,2020-09-16,2020-11-18,2021-04-11,23005,1271,21734
501715,Company_159,2023-01-12,2023-02-18,2023-05-30,14153,2798,11355
501716,Company_159,2021-12-18,2022-01-07,2022-02-05,5604,2366,3238
501717,Company_159,2020-03-09,2020-05-25,2020-08-27,20839,4152,16687
501718,Company_160,2022-12-28,2023-01-16,2023-03-23,22054,1879,20175
501719,Company_160,2023-08-29,2023-10-22,2023-11-03,20915,6278,14637
501720,Company_160,2022-07-30,2022-09-17,2023-03-09,2179,2091,88
501721,Company_160,2023-04-09,2023-06-29,2023-08-01,3670,1771,1899
501722,Company_160,2022-10-15,2023-02-10,2023-03-27,24860,20582,4278
501723,Company_160,2022-07-09,2022-09-29,2023-01-28,14772,271,14501
501724,Company_160,2020-05-24,2020-06-22,2020-10-25,18564,6230,12334
501725,Company_160,2021-07-21,2021-09-26,2022-01-21,5947,3106,2841
501726,Company_160,2020-07-13,2020-10-24,2020-12-28,23232,7035,16197
501727,Company_160,2021-06-23,2021-07-12,2022-01-16,8980,2754,6226
501728,Company_160,2021-04-19,2021-07-26,2022-02-01,1067,962,105
501729,Company_160,2022-02-06,2022-04-27,2022-08-23,3299,2665,634
501730,Company_160,2021-10-22,2021-11-03,2022-04-12,8455,3264,5191
501731,Company_160,2023-05-29,2023-07-30,2023-07-31,19014,12942,6072
501732,Company_160,2023-11-06,2024-02-06,2024-06-06,19566,12005,7561
501733,Company_160,2023-10-23,2023-12-18,2024-04-24,7616,1746,5870
501734,Company_160,2020-02-17,2020-05-23,2020-09-19,11262,5038,6224
501735,Company_161,2021-02-10,2021-03-06,2021-08-17,993,803,190
501736,Company_161,2021-12-10,2021-12-21,2022-03-12,3729,151,3578
501737,Company_161,2021-06-19,2021-08-10,2022-02-01,10173,2289,7884
501738,Company_161,2020-01-15,2020-05-06,2020-06-25,2556,1360,1196
501739,Company_161,2022-02-08,2022-04-24,2022-10-23,24669,5524,19145
501740,Company_161,2022-07-19,2022-11-06,2023-04-13,3055,2951,104
501741,Company_161,2020-05-23,2020-08-14,2020-09-04,17110,3220,13890
501742,Company_161,2022-11-03,2023-02-07,2023-02-15,16661,8001,8660
501743,Company_161,2020-04-19,2020-08-09,2020-10-05,17278,5682,11596
501744,Company_162,2023-09-26,2023-11-24,2023-12-27,10728,7858,2870
501745,Company_162,2020-01-05,2020-02-25,2020-02-29,24474,4088,20386
501746,Company_162,2022-12-12,2023-01-17,2023-03-01,22320,19620,2700
501747,Company_162,2021-02-23,2021-04-20,2021-06-15,21734,13797,7937
501748,Company_162,2020-04-18,2020-06-09,2020-12-14,16532,1243,15289
501749,Company_162,2020-11-18,2021-01-18,2021-04-14,10053,7460,2593
501750,Company_162,2021-01-26,2021-02-08,2021-07-24,3603,1127,2476
501751,Company_162,2023-10-08,2024-01-29,2024-08-09,20388,7729,12659
501752,Company_162,2022-05-17,2022-08-07,2023-01-03,14706,604,14102
